MOFname,CO2_uptake_P0.15bar_T298K [mmol/g],CO2_uptake_error_P0.15bar_T298K [mmol/g],heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],heat_adsorption_error_CO2_P0.15bar_T298K [kcal/mol],excess_CO2_uptake_P0.15bar_T298K [mmol/g],CO2_uptake_P0.10bar_T363K [mmol/g],CO2_uptake_error_P0.10bar_T363K [mmol/g],heat_adsorption_CO2_P0.10bar_T363K [kcal/mol],heat_adsorption_error_CO2_P0.10bar_T363K [kcal/mol],excess_CO2_uptake_P0.10bar_T363K [mmol/g],CO2_uptake_P0.70bar_T413K [mmol/g],CO2_uptake_error_P0.70bar_T413K [mmol/g],heat_adsorption_CO2_P0.70bar_T413K [kcal/mol],heat_adsorption_error_CO2_P0.70bar_T413K [kcal/mol],excess_CO2_uptake_P0.70bar_T413K [mmol/g],working_capacity_vacuum_swing [mmol/g],working_capacity_temperature_swing [mmol/g],CO2_binary_uptake_P0.15bar_T298K [mmol/g],CO2_binary_uptake_error_P0.15bar_T298K [mmol/g],heat_adsorption_CO2_binary_P0.15bar_T298K [kcal/mol],heat_adsorption_error_CO2_binary_P0.15bar_T298K [kcal/mol],excess_CO2_binary_uptake_P0.15bar_T298K [mmol/g],N2_binary_uptake_P0.85bar_T298K [mmol/g],N2_binary_uptake_error_P0.85bar_T298K [mmol/g],heat_adsorption_N2_binary_P0.85bar_T298K [kcal/mol],heat_adsorption_error_N2_binary_P0.85bar_T298K [kcal/mol],excess_N2_binary_uptake_P0.85bar_T298K [mmol/g],CO2/N2_selectivity,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],largest_free_sphere_diameter(PLD)[A],largest_included_sphere_along_free_sphere_path_diameter(LCD)[A],largest_included_sphere_diameter(GLD)[A],functional_groups,metal_linker,organic_linker1,organic_linker2,topology
str_m5_o4_o18_sra_sym.7,4.855043,0.062069,8.036142,0.314859,4.855043,0.824749,0.241288,8.009024,4.264158,0.824749,1.482825,0.553583,7.793231,5.206097,1.482825,4.030294,3.372218,4.332322,0.070676,8.242001,0.433101,4.332322,0.225729,0.00899,4.742837,0.501807,0.225729,97.24240778,2182.951157,1308.64888,0,0.16327,0.164,4.7694,3.13189,4.33945,OH,9,4,18,sra
str_m5_o10_o29_sra_sym.129,4.591353,0.080814,6.842756,0.349544,4.591019,0.562852,0.111068,7.217694,2.563859,0.562668,1.120188,0.309422,6.796159,3.301113,1.119061,4.028501,3.471165,4.409562,0.235111,8.004205,1.335353,4.409227,0.299355,0.018955,4.140629,0.887797,0.298076,74.63306375,3413.393083,1865.00104,1612.83,0.21884,0.2412,5.60497,4.46486,5.3872,HCO,9,10,29,sra
str_m5_o4_o18_sra_sym.71,4.766093,0.015341,8.352092,0.082867,4.766093,0.772732,0.229518,7.357925,3.94241,0.772732,1.222527,0.455285,7.541213,5.005604,1.222527,3.993361,3.543566,4.025036,0.044811,7.866554,0.309867,4.025036,0.251489,0.023991,5.103524,3.824901,0.251489,81.09108443,2183.817222,1312.631006,0,0.17252,0.1728,5.00037,3.22525,4.29189,F,9,4,18,sra
str_m5_o4_o18_sra_sym.49,4.89018,0.117079,8.319683,0.601605,4.89018,0.899895,0.203821,7.948878,3.273978,0.899895,1.474313,0.562549,8.096351,5.552282,1.474313,3.990285,3.415867,4.419489,0.060221,7.827452,0.301081,4.419489,0.224272,0.005076,4.947865,0.269705,0.224272,99.84339374,2182.929264,1306.67936,0,0.16438,0.1654,4.71828,3.00244,4.71828,NH2,9,4,18,sra
str_m2_o5_o29_pcu_sym.106,4.480434,0.013794,6.646192,0.072452,4.479957,0.495646,0.087112,6.654056,2.085384,0.495385,1.327443,0.366671,7.058252,3.445906,1.325837,3.984788,3.152991,4.49429,0.04844,7.079681,0.213453,4.493813,0.383625,0.007323,4.142846,0.125058,0.381802,59.35762615,1987.108128,1015.79196,2268.73,0.26447,0.3116,5.72353,4.11077,4.82363,OMe,2,5,29,pcu
str_m2_o10_o29_pcu_sym.131,4.626146,0.004273,6.979849,0.022086,4.625752,0.642241,0.116897,7.163481,2.345116,0.642026,1.312198,0.398304,6.896826,3.688677,1.310873,3.983905,3.313948,4.129548,0.025825,6.487528,0.120383,4.129155,0.380853,0.003609,4.130174,0.129164,0.379366,54.93732017,1754.277031,981.73752,1972.03,0.23394,0.2517,5.0963,4.48228,5.0962,OH-CN,2,10,29,pcu
str_m5_o4_o18_sra_sym.58,4.871885,0.187639,8.009231,0.891881,4.871885,0.888815,0.284303,7.768664,4.508407,0.888815,1.464946,0.563803,7.943193,5.482354,1.464946,3.98307,3.406939,4.66843,0.058229,7.474388,0.282852,4.66843,0.207784,0.000764,4.79864,0.171938,0.207784,113.8363814,2183.901774,1336.70204,0,0.15971,0.1571,4.40323,3.24791,4.36874,OMe,9,4,18,sra
str_m5_o4_o18_sra_sym.65,4.715691,0.06106,8.056222,0.325432,4.715551,0.740159,0.195317,7.375764,3.511998,0.740082,1.243239,0.43597,7.405714,4.618353,1.242767,3.975532,3.472452,4.626447,0.045145,7.464854,0.221995,4.626306,0.215583,0.017432,4.67329,0.997877,0.215583,108.7315085,2186.554376,1312.631006,1306.07,0.17837,0.1789,4.7337,3.59965,4.46534,F,9,4,18,sra
str_m5_o1_o18_sra_sym.28,4.57797,0.108392,7.697727,0.528037,4.577761,0.603575,0.135,7.058981,2.835042,0.60346,1.180231,0.415593,6.826915,4.229909,1.179526,3.974395,3.397739,4.242671,0.147621,7.199164,0.754947,4.242462,0.318661,0.012161,4.196013,0.454452,0.31804,67.45789329,2222.243901,1224.57552,1743.57,0.21051,0.2301,4.60968,3.69318,4.60951,H,9,1,18,sra
str_m5_o1_o18_sra_sym.9,4.613809,0.002634,8.089991,0.015158,4.613809,0.640602,0.181521,7.686035,3.947029,0.640602,1.054513,0.369789,7.636744,4.780384,1.054513,3.973207,3.559296,3.991762,0.187573,8.777514,1.240809,3.991762,0.249347,0.02512,4.825604,2.427971,0.249347,81.1115733,2216.140273,1344.67944,0,0.15378,0.1526,4.35744,3.16475,4.35744,OMe,9,1,18,sra
str_m2_o10_o29_pcu_sym.120,4.57926,0.001919,6.528412,0.008489,4.578678,0.612505,0.120866,6.786508,2.393686,0.612187,1.271449,0.341875,6.496801,3.052441,1.26949,3.966755,3.307811,4.723883,0.101863,7.133744,0.470597,4.723301,0.441145,0.010725,3.919045,0.184887,0.43884,54.25504207,1758.994001,929.74908,2371.16,0.26288,0.2995,5.69659,4.4875,5.51775,NH2,2,10,29,pcu
str_m5_o16_o16_sra_sym.62,4.41006,0.126943,7.565773,0.644836,4.409845,0.445098,0.083767,6.916007,2.331651,0.444981,1.185489,0.406595,7.166371,4.352818,1.184765,3.964962,3.224571,4.294965,0.05506,7.487259,0.294668,4.29475,0.359507,0.004149,4.310595,0.093561,0.358923,60.53054878,2417.392623,1324.69288,2036.22,0.22064,0.2425,4.62008,3.8162,4.62008,H,9,16,16,sra
str_m5_o10_o29_sra_sym.8,4.450155,0.06915,6.546275,0.28196,4.450041,0.49216,0.088044,6.69149,2.136034,0.492097,1.207479,0.342152,7.21523,3.623904,1.207094,3.957995,3.242676,4.040625,0.093439,7.446599,0.527418,4.040511,0.220683,0.014873,4.897011,1.507972,0.220683,92.76881318,3412.998257,1865.00104,1218.57,0.19495,0.2149,4.36209,3.29589,4.07745,HCO,9,10,29,sra
str_m2_o10_o29_pcu_sym.57,4.587585,0.01662,7.594339,0.076548,4.587195,0.631019,0.12069,7.342944,2.532919,0.630806,1.318806,0.388787,7.140515,3.726184,1.317494,3.956566,3.268779,4.02226,0.654097,6.549082,1.937413,4.021871,0.363467,0.059107,4.277555,1.198624,0.361922,56.06960375,1741.980947,995.7162,1847.51,0.2345,0.2471,5.44854,4.45458,5.44527,OH-H,2,10,29,pcu
str_m2_o10_o29_pcu_sym.230,4.488372,0.006573,7.599569,0.030843,4.488372,0.541334,0.082958,7.18764,1.981887,0.541334,1.163487,0.29811,7.271719,3.305765,1.163487,3.947038,3.324885,3.487833,0.43399,7.047832,1.606547,3.487833,0.321064,0.03995,4.256963,0.912013,0.321064,55.04101114,1735.965831,1011.7602,0,0.19093,0.1973,4.74565,3.31713,4.20435,HCO,2,10,29,pcu
str_m2_o10_o29_pcu_sym.27,4.613431,0.114076,7.398279,0.555023,4.61314,0.672955,0.118274,7.096135,2.240777,0.672796,1.22334,0.337915,7.253867,3.553973,1.222358,3.940476,3.390091,4.320573,0.036247,7.666829,0.139618,4.320282,0.397113,0.027461,4.552386,0.655188,0.396035,55.12512358,1749.118472,1019.82372,1578.63,0.20483,0.2116,5.25853,3.41957,4.57496,OMe,2,10,29,pcu
str_m5_o16_o16_sra_sym.28,4.780308,0.132221,8.061087,0.642959,4.780152,0.845171,0.25289,7.31469,3.945685,0.845085,1.281635,0.483593,7.861477,5.313314,1.281107,3.935137,3.498673,5.30184,0.244872,8.668862,1.181924,5.301684,0.252048,0.039634,5.120241,2.213365,0.251609,106.5775408,2425.952091,1440.85776,1422.47,0.1662,0.1685,4.63087,3.77185,4.63087,NHMe,9,16,16,sra
str_m5_o4_o18_sra_sym.1,4.697088,0.115334,9.091152,0.697422,4.697088,0.774338,0.192318,7.431964,3.333355,0.774338,1.469667,0.558606,7.675859,5.21114,1.469667,3.92275,3.227421,4.780429,0.009094,8.267595,0.047194,4.780429,0.218659,0.001254,4.653169,0.873548,0.218659,110.7699215,2184.361463,1276.65008,0,0.1705,0.1757,4.37964,3.07874,4.04659,,9,4,18,sra
str_m2_o10_o29_pcu_sym.141,4.607963,0.014396,7.44086,0.067203,4.607695,0.686943,0.129282,7.050204,2.382162,0.686796,1.16815,0.328255,7.113418,3.536546,1.167244,3.92102,3.439813,4.644492,0.0051,7.993575,0.055499,4.644223,0.373161,0.00894,4.729115,0.614443,0.372229,63.06150107,1738.599383,989.71492,1755.27,0.22443,0.2374,4.678,3.44651,4.65397,NO2,2,10,29,pcu
str_m3_o41_o41_fof_sym.29,4.679078,0.007795,7.133243,0.06966,4.678463,0.759638,0.20983,7.248747,3.606036,0.759302,1.395109,0.528502,6.837807,4.558851,1.39304,3.91944,3.283969,4.361581,0.081112,7.249815,0.390444,4.360967,0.376225,0.016583,5.331742,2.369471,0.373471,58.73792828,3738.239926,2284.07364,1312.59,0.23052,0.2272,8.47168,4.24108,8.43031,Me,3,41,41,fof
str_m3_o10_o29_pcu_sym.68,4.397087,1.414872,7.233163,4.273797,4.396721,0.478375,0.060478,6.7982,1.536503,0.478175,0.965084,0.231927,6.785788,2.867034,0.963853,3.918712,3.432003,4.095143,0.011499,7.130127,0.05758,4.094778,0.38881,0.001418,4.678976,0.318407,0.38744,53.36468849,1833.454619,1051.54488,1763.4,0.20717,0.2175,4.78948,4.29514,4.78943,OEt-OMe,3,10,29,pcu
str_m5_o16_o16_sra_sym.79,4.940757,0.037491,8.828308,0.195767,4.940648,1.02675,0.350487,8.423584,5.258395,1.02669,1.617952,0.280125,8.540621,2.673184,1.617584,3.914007,3.322805,4.170071,0.045231,9.369483,0.323182,4.169962,0.225269,0.020143,5.580155,2.581543,0.22495,93.79168786,2437.283155,1557.00944,946.78,0.13106,0.1235,4.29038,3.64715,4.28993,Pr-OH,9,16,16,sra
str_m5_o10_o29_sra_sym.76,4.526223,0.006178,7.023551,0.025189,4.525915,0.614542,0.12495,6.764569,2.457437,0.614373,1.137176,0.327513,7.310423,3.738146,1.136136,3.911681,3.389047,4.450756,0.064896,6.878619,0.268184,4.450448,0.307947,0.006554,3.905429,0.442327,0.306852,73.22850058,3413.125491,1873.06456,1889.84,0.21967,0.2411,5.1048,3.40302,5.02117,OMe,9,10,29,sra
str_m5_o13_o18_sra_sym.62,4.825833,0.064194,7.804053,0.306648,4.825833,0.919832,0.325213,7.52612,4.811743,0.919832,1.459725,0.550791,7.500823,5.041146,1.459725,3.906001,3.366108,4.877388,0.108384,7.107854,0.436086,4.877388,0.248891,0.018446,4.587701,1.089713,0.248891,99.2888421,2513.846035,1380.7992,0,0.17253,0.1892,4.85695,3.15502,4.33379,Me,9,13,18,sra
str_m5_o13_o18_sra_sym.25,5.183426,0.042743,7.221961,0.162915,5.183426,1.277517,0.490202,8.371467,5.870923,1.277517,1.872589,0.304519,8.042414,2.348775,1.872589,3.905909,3.310837,5.020856,0.13077,7.841996,0.56358,5.020856,0.2015,0.010171,5.054188,0.940588,0.2015,126.2481575,2501.591854,1436.90552,0,0.14081,0.1476,4.28473,3.40991,4.28471,Et,9,13,18,sra
str_m2_o10_o29_pcu_sym.148,4.379928,0.048948,8.30804,0.285706,4.379749,0.481176,0.067355,7.095623,1.784546,0.481078,1.077061,0.28422,7.358324,3.450354,1.076459,3.898752,3.302867,3.922663,0.018856,7.068949,0.08859,3.922485,0.252739,0.00053,4.811844,0.145739,0.252739,78.6377483,1746.794227,1177.61584,1100.61,0.18283,0.1633,5.00989,3.41287,5.00989,Br-OMe,2,10,29,pcu
str_m5_o16_o16_sra_sym.14,4.628222,0.048638,7.988044,0.232898,4.628071,0.730005,0.179365,7.569059,3.365009,0.729922,1.20542,0.463791,7.84688,5.406692,1.204909,3.898217,3.422802,4.380687,0.068384,7.015422,0.300038,4.380535,0.303002,0.005904,4.517887,0.353327,0.303002,73.25192837,2414.490187,1384.75144,1615.63,0.1901,0.1996,4.4314,3.47299,4.0315,NH2,9,16,16,sra
str_m5_o1_o18_sra_sym.33,4.485735,0.007184,7.939251,0.033993,4.485541,0.588909,0.130043,7.261938,2.888596,0.588802,1.227109,0.461252,7.325448,4.890062,1.226456,3.896826,3.258626,4.105398,0.073555,8.256573,0.503693,4.105204,0.287393,0.023093,4.442182,1.208234,0.286795,72.37713932,2245.219207,1336.61592,1428.97,0.19167,0.1939,4.65628,3.43732,4.43545,HCO,9,1,18,sra
str_m3_o10_o17_pcu_sym.151,4.394516,0.153552,9.119256,0.997558,4.394516,0.504002,0.096396,7.904315,2.747657,0.504002,1.005666,0.287313,7.956519,4.077318,1.005666,3.890514,3.38885,4.175122,0.124292,8.519053,0.745005,4.175122,0.200007,0.015826,4.635918,0.68567,0.200007,105.7660555,986.615402,675.13968,0,0.15255,0.1343,4.44162,3.0237,4.44113,HCO,3,10,17,pcu
str_m5_o16_o16_sra_sym.59,4.328348,0.076493,7.659046,0.410015,4.328175,0.439253,0.096996,7.398523,2.948918,0.439159,0.807699,0.248583,6.533511,3.516411,0.807119,3.889095,3.520649,3.886317,0.001712,7.489475,0.015637,3.886144,0.302712,0.011151,4.461393,0.482466,0.302471,65.04754618,2451.785443,1452.68808,1379.51,0.20197,0.2053,5.10316,3.60413,4.67585,OH,9,16,16,sra
str_m2_o10_o29_pcu_sym.107,4.638055,0.000354,6.981007,0.005439,4.637487,0.751871,0.143804,6.965374,2.388489,0.75156,1.38418,0.301688,6.740461,2.580469,1.382266,3.886184,3.253875,4.612357,0.05823,6.979638,0.252515,4.611789,0.479963,0.00285,4.211191,0.155121,0.477683,48.68974372,1737.685229,899.7198,2333.12,0.26788,0.3116,5.50756,5.11001,5.50756,H,2,10,29,pcu
str_m5_o16_o16_sra_sym.7,4.201767,0.015634,7.111049,0.074427,4.201611,0.324739,0.057074,7.211274,2.281249,0.324654,0.901481,0.296831,6.976112,4.053579,0.900957,3.877028,3.300286,3.706415,0.00028,7.448118,0.029112,3.70626,0.269876,0.01166,4.182519,0.336404,0.269449,69.58443631,2419.095228,1396.654733,1578.39,0.20883,0.2178,4.57842,3.76492,4.57842,F,9,16,16,sra
str_m5_o4_o18_sra_sym.17,4.755673,0.044914,7.738814,0.230848,4.755532,0.885133,0.306377,7.583693,4.750615,0.885056,1.321956,0.495821,7.439814,4.965198,1.32148,3.87054,3.433717,4.54938,0.005408,7.279552,0.047807,4.549238,0.204096,0.003036,4.530111,0.152651,0.203744,112.93799,2184.342487,1276.65008,1354.31,0.17889,0.1843,4.48253,3.59939,4.48253,H,9,4,18,sra
str_m5_o1_o18_sra_sym.4,4.43009,0.216073,8.691059,1.319034,4.43009,0.561034,0.12066,7.489069,2.911033,0.561034,1.013197,0.37329,7.287293,4.764939,1.013197,3.869056,3.416893,4.562808,0.009656,7.486887,0.051667,4.562808,0.175394,0.003895,4.80211,0.908843,0.175394,131.8074005,2216.635188,1352.57072,0,0.16711,0.1649,4.53406,3.02572,4.49762,OH,9,1,18,sra
str_m5_o16_o16_sra_sym.45,4.703861,0.141488,9.726123,0.908657,4.703753,0.839001,0.294214,8.339443,5.342905,0.838942,1.28459,0.461836,8.278669,5.362565,1.284227,3.86486,3.419271,4.108652,0.074463,8.856906,0.515366,4.108544,0.254474,0.022972,4.919725,1.441585,0.254474,81.80470356,2474.650058,1557.00944,1013.38,0.13508,0.1293,4.86478,3.53285,4.86476,OPr,9,16,16,sra
str_m2_o10_o29_pcu_sym.53,4.46279,0.001866,6.50141,0.00931,4.462353,0.604936,0.096651,6.999333,2.006079,0.604697,1.317085,0.379328,6.980528,3.548123,1.315613,3.857854,3.145705,4.258663,0.021789,6.612363,0.086183,4.258226,0.431912,0.002571,4.517354,0.735519,0.430163,49.95745862,1741.118854,963.7174,1984.02,0.24876,0.2707,5.47877,4.4752,5.47596,OH,2,10,29,pcu
str_m5_o1_o18_sra_sym.95,4.465535,0.126257,8.463902,0.710539,4.465535,0.610745,0.1627,7.534886,3.630202,0.610745,1.233947,0.423215,7.853822,4.824377,1.233947,3.85479,3.231588,4.009979,0.033898,7.667397,0.157414,4.009979,0.20309,0.036157,4.317323,1.605845,0.20309,100.0405088,2217.431523,1352.57072,0,0.16764,0.1655,4.61111,2.95322,4.45481,OH,9,1,18,sra
str_m5_o1_o18_sra_sym.61,4.645535,0.100254,8.149287,0.528105,4.645535,0.791831,0.210941,8.093416,3.927782,0.791831,1.156551,0.382905,7.892699,4.682712,1.156551,3.853704,3.488984,4.649816,0.063254,7.614091,0.27775,4.649816,0.230739,0.010122,5.185555,1.44392,0.230739,102.102669,2215.944462,1340.7404,0,0.14634,0.1457,4.31222,3.09541,4.31222,NHMe,9,1,18,sra
str_m2_o10_o29_pcu_sym.186,4.578207,0.025574,6.959347,0.112672,4.577773,0.728844,0.141619,7.231954,2.530101,0.728607,1.294982,0.338446,7.443484,3.461746,1.293521,3.849363,3.283225,4.3869,0.00338,7.18194,0.028188,4.386465,0.408364,0.009859,4.562659,0.392966,0.406679,54.42928368,1738.470562,955.74,1871.94,0.23898,0.2618,6.28812,4.66631,5.32973,HCO,2,10,29,pcu
str_m2_o10_o28_pcu_sym.221,4.264696,0.06748,7.320253,0.320554,4.264461,0.419912,0.081592,6.788736,2.35786,0.419784,0.974757,0.34324,6.931615,4.303645,0.973967,3.844784,3.289939,3.974383,0.107309,7.669151,0.620149,3.974148,0.331289,0.026338,4.258235,1.164494,0.33051,60.78340623,1470.741673,833.66348,1650.61,0.20501,0.2178,4.92057,3.55042,4.92057,NHMe,2,10,28,pcu
str_m5_o4_o16_sra_sym.22,4.257743,0.105538,7.548089,0.542215,4.257743,0.424047,0.082395,7.19942,2.517458,0.424047,0.807819,0.227,7.38779,3.690745,0.807819,3.833696,3.449924,3.831219,0.098275,8.469046,0.688021,3.831219,0.252405,0.014113,4.40795,0.49281,0.252405,76.90620075,1866.748969,1192.53212,0,0.16431,0.1549,4.84101,3.17162,4.84101,OH,9,4,16,sra
str_m2_o10_o29_pcu_sym.3,4.52073,0.004226,7.188397,0.02296,4.52024,0.690074,0.1012,7.301043,1.929832,0.689806,1.589876,0.50544,6.93959,3.890522,1.588228,3.830656,2.930854,4.665129,0.01046,7.298158,0.049313,4.66464,0.443628,0.006156,4.764837,0.803216,0.441761,53.2803466,1737.940223,931.7186,2218.27,0.25825,0.2901,5.59351,4.5513,5.37873,OH,2,10,29,pcu
str_m5_o18_o18_sra_sym.57,4.40835,0.156059,8.15948,0.845922,4.408282,0.582452,0.135178,8.364066,3.547521,0.582415,0.843378,0.228854,8.59826,4.220934,0.843151,3.825898,3.564972,3.865916,0.164388,7.889817,0.974626,3.865848,0.333063,0.040498,4.961441,1.515528,0.333063,58.8096178,2551.618816,1524.9276,686.84,0.13032,0.1313,4.46751,3.22736,4.46751,H,9,18,18,sra
str_m2_o10_o29_pcu_sym.208,4.496796,0.021055,7.43113,0.097597,4.496394,0.671612,0.102923,7.11499,1.95962,0.671392,1.228801,0.378183,8.029368,4.43716,1.227447,3.825184,3.267995,4.024931,0.09464,7.095591,0.465237,4.024528,0.314941,0.00242,3.587229,0.259583,0.313346,64.75175901,1731.885933,959.77176,1521.03,0.22159,0.2408,5.71146,4.98262,5.71146,OMe,2,10,29,pcu
str_m5_o4_o18_sra_sym.4,4.386312,0.10137,9.734,0.754095,4.386312,0.570173,0.154719,8.104387,4.006829,0.570173,1.008984,0.367217,8.032744,5.249591,1.008984,3.816139,3.377328,3.807049,0.083187,8.50792,0.581585,3.807049,0.155552,0.002426,4.684729,0.523836,0.155552,124.0038589,2175.80659,1396.7672,0,0.11977,0.1124,4.31147,3.19414,4.31146,H-NH2,9,4,18,sra
str_m3_o10_o28_pcu_sym.93,4.262079,0.187883,7.926287,1.005113,4.261875,0.446059,0.099769,6.917247,2.77164,0.445947,0.89919,0.271007,7.49272,4.021756,0.898501,3.81602,3.362889,4.084167,0.040416,7.012072,0.212956,4.083962,0.332614,0.017501,4.511325,0.555072,0.332614,62.21359534,1553.340977,947.30964,1385.59,0.1978,0.1953,4.62038,3.54992,4.58737,HCO,3,10,28,pcu
str_m5_o10_o29_sra_sym.202,4.437826,0.010006,7.953451,0.035575,4.437711,0.637619,0.149745,7.684534,3.270609,0.637557,1.122112,0.349984,7.39936,4.103722,1.121726,3.800207,3.315714,4.560789,0.093286,7.976937,0.516495,4.560674,0.220428,0.003947,4.329901,0.352729,0.220428,104.832406,3411.731467,1932.95088,1247.89,0.19822,0.2107,4.7157,3.56967,4.47475,NO2,9,10,29,sra
str_m2_o10_o29_pcu_sym.232,4.500583,0.399078,7.111248,1.156124,4.500131,0.704383,0.134722,7.20923,2.48177,0.704136,1.284329,0.348508,6.780768,3.234567,1.282807,3.7962,3.216254,4.017306,0.006366,6.785378,0.030295,4.016855,0.413688,0.000243,4.68909,0.021387,0.411892,49.20217749,1739.116741,967.699526,1965.67,0.25145,0.2721,5.33676,4.84114,5.33631,OH-F,2,10,29,pcu
str_m5_o16_o16_sra_sym.55,4.701258,0.035268,9.29102,0.221889,4.701169,0.906964,0.306584,8.640825,5.354096,0.906915,1.426789,0.546502,8.440023,5.836838,1.426488,3.794294,3.274469,4.365642,0.06867,8.508806,0.404453,4.365553,0.199622,0.01404,5.053561,1.029756,0.199622,110.8056867,2408.986366,1644.94568,1014.23,0.14999,0.1323,4.46304,3.45623,4.12987,SO3H,9,16,16,sra
str_m5_o4_o18_sra_sym.51,4.600541,0.169122,8.896752,1.01585,4.600541,0.811846,0.251545,7.626962,4.279319,0.811846,1.380716,0.531425,7.499225,5.140996,1.380716,3.788695,3.219825,4.555953,0.067001,7.829488,0.380628,4.555953,0.255089,0.016256,4.878958,1.016609,0.255089,90.49192713,2181.377552,1340.64768,0,0.16155,0.1583,4.42572,2.88475,4.39145,OH,9,4,18,sra
str_m5_o10_o29_sra_sym.205,4.460846,0.025568,7.197734,0.14622,4.460569,0.672873,0.156164,7.893989,3.329325,0.672722,1.308387,0.454895,7.312232,4.513891,1.307455,3.787973,3.152459,4.488408,0.212937,8.01664,1.158712,4.488131,0.314592,0.026017,3.931185,0.674093,0.313613,72.28812939,3414.503997,1873.06456,1702.48,0.21786,0.2392,5.55173,4.01637,4.66209,OMe,9,10,29,sra
str_m5_o10_o29_sra_sym.21,4.420469,0.129515,7.16107,0.62149,4.420006,0.633707,0.119263,7.237671,2.452724,0.633454,1.184379,0.359506,6.932416,3.710284,1.18282,3.786762,3.23609,4.197423,0.036677,6.92812,0.170631,4.196959,0.367158,0.000746,3.80926,0.13306,0.365293,57.92313718,3411.703619,1824.922493,1883.06,0.24349,0.2741,5.72881,5.20169,5.70933,F,9,10,29,sra
str_m2_o10_o29_pcu_sym.86,4.481944,0.677541,7.194352,1.996116,4.481559,0.697116,0.129047,6.723531,2.222198,0.696905,1.332246,0.404389,7.021022,3.764074,1.330949,3.784828,3.149698,3.869814,0.003464,6.896469,0.018612,3.869429,0.372828,0.000154,4.343785,0.016836,0.371334,52.59008873,1757.406801,987.7388,1993.62,0.23965,0.2568,5.45929,3.51202,5.0877,H-COOH,2,10,29,pcu
str_m2_o10_o29_pcu_sym.73,4.433652,0.038232,6.885851,0.167689,4.433369,0.651085,0.143773,6.949666,2.750684,0.650931,1.008992,0.268792,6.684993,3.124446,1.00804,3.782567,3.42466,3.965859,0.128269,7.173793,0.661568,3.965576,0.260245,0.006374,4.118446,1.85927,0.259196,77.21064996,1741.921299,1151.51286,1644.75,0.22436,0.2044,5.0017,3.78295,4.99046,I,2,10,29,pcu
str_m2_o10_o29_pcu_sym.159,4.198041,0.05406,7.328217,0.284294,4.197731,0.415853,0.056813,6.864993,1.678664,0.415683,1.14119,0.315223,7.571839,3.729635,1.140146,3.782188,3.056851,3.864533,0.001618,7.343838,0.008901,3.864223,0.325261,0.002607,4.076093,0.047115,0.324098,60.19873435,1745.264782,1059.700653,1539.34,0.21275,0.211,5.30717,4.15852,5.30471,F-COOH,2,10,29,pcu
str_m5_o10_o29_sra_sym.88,4.672754,0.045079,7.424227,0.222636,4.672331,0.89751,0.254319,7.290617,3.722937,0.897279,1.400284,0.473343,7.015738,4.188254,1.398861,3.775244,3.27247,4.514877,0.168625,8.053346,0.946335,4.514454,0.29495,0.002766,4.017618,0.507591,0.293212,77.55679539,3414.160572,1816.95824,1732.59,0.23441,0.2653,5.67733,5.15553,5.62597,OH,9,10,29,sra
str_m5_o4_o18_sra_sym.41,4.703115,0.073831,8.453278,0.427016,4.703115,0.9309,0.299562,8.118473,4.760758,0.9309,1.337103,0.512633,7.719882,5.290156,1.337103,3.772215,3.366012,4.5241,0.059848,7.289529,0.25747,4.5241,0.220279,0.018217,5.119955,1.90615,0.220279,104.0594277,2179.872174,1308.64888,0,0.16511,0.1656,4.28257,3.40556,4.28161,OH,9,4,18,sra
str_m5_o16_o16_sra_sym.1,4.345181,0.107468,6.588408,0.449024,4.344966,0.584871,0.13247,7.374829,3.013941,0.584753,1.119584,0.401914,7.360421,4.695312,1.118862,3.76031,3.225597,4.295398,0.054472,7.301307,0.281952,4.295183,0.327088,0.009375,4.483996,0.567018,0.326506,66.53668085,2417.406369,1324.69288,2037.27,0.22062,0.2424,4.61854,3.81595,4.61854,,9,16,16,sra
str_m5_o11_o18_sra_sym.37,4.379098,0.186749,7.943926,1.031078,4.379098,0.620033,0.129732,7.002051,2.628276,0.620033,1.126502,0.329569,7.311082,3.797641,1.126502,3.759065,3.252596,4.265486,0.041788,6.747924,0.156947,4.265486,0.275755,0.015549,4.244611,0.46884,0.275755,78.37317812,2259.554039,1232.55292,0,0.20786,0.2295,5.29539,3.21705,4.5645,H-HCO,9,11,18,sra
str_m5_o4_o18_sra_sym.89,4.560544,0.087542,8.394293,0.49632,4.560544,0.802851,0.268639,7.99161,4.865348,0.802851,1.359831,0.510026,7.440361,4.965609,1.359831,3.757693,3.200713,3.821583,0.219281,8.823498,1.501889,3.821583,0.200323,0.009738,4.863725,0.87036,0.200323,96.6573344,2182.297542,1336.70864,0,0.14732,0.1448,4.31516,3.10644,4.13957,NH2,9,4,18,sra
